date,school_id,enrolled,eligible,normal_prep,weekday,month,week_of_year,is_exam,trip_students,early_dismissal,assembly_students,sports_students,rain_probability,rain_inches,temperature_f,menu_name,menu_popularity,actual_attendance,recent_attendance_7d,recent_attendance_14d,expected_attendance,prepared_meals,served_meals,recoverable_surplus,nonrecoverable_surplus
2023-09-18,lhphs,820,760,730,Monday,9,38,0,0,0,0,0,0.2234641828708939,0.0,67.01527998063723,Veggie pasta,0.955,699,677.6,680.6,679,730,694,24,12
2023-09-19,lhphs,820,760,730,Tuesday,9,38,0,0,0,0,0,0.3814039137714753,0.0,57.668152224965226,Beef chili,1.015,723,685.2,678.4,682,730,710,14,6
2023-09-20,lhphs,820,760,730,Wednesday,9,38,0,0,0,0,0,0.20176952209802673,0.0,69.8444172334751,Cheese pizza,1.075,708,689.8,682.4,687,730,700,25,5
2023-09-21,lhphs,820,760,730,Thursday,9,38,0,0,0,0,0,0.5777218485754355,0.24234848731695396,63.04493634460353,Grain bowl,0.945,690,695.0,681.2,689,730,684,31,15
2023-09-22,lhphs,820,760,730,Friday,9,38,0,0,1,0,32,0.21193975265330128,0.0,56.63203823456625,Chicken & rice,1.061,611,701.0,689.1,696,730,605,85,40
2023-09-25,lhphs,820,760,730,Monday,9,39,0,0,0,0,0,0.7025882084952619,1.212892195392449,66.54682524626452,Turkey sandwich,0.985,689,686.2,681.9,684,730,679,42,9
2023-09-26,lhphs,820,760,730,Tuesday,9,39,0,0,0,0,0,0.6632458077213305,1.4045778945249137,81.6704752632146,Veggie pasta,0.955,666,684.2,684.7,684,730,658,49,23
2023-09-27,lhphs,820,760,730,Wednesday,9,39,0,0,0,0,0,0.27585518091128336,0.0,68.30206618882943,Beef chili,1.015,718,672.8,681.3,676,730,709,14,7
2023-09-28,lhphs,820,760,730,Thursday,9,39,0,0,0,0,41,0.37282422043278185,0.0,68.47010812039642,Cheese pizza,1.075,708,674.8,684.9,679,730,698,26,6
2023-09-29,lhphs,820,760,730,Friday,9,39,0,0,0,0,0,0.24502789660695817,0.0,65.71438036788962,Grain bowl,0.945,671,678.4,689.7,683,730,664,45,21
2023-10-02,lhphs,820,760,730,Monday,10,40,0,28,0,0,14,0.29837216899023766,0.0,67.18923484614523,Chicken & rice,1.061,700,690.4,688.3,690,730,693,25,12
2023-10-03,lhphs,820,760,730,Tuesday,10,40,1,0,0,0,0,0.4877375620187494,0.0,44.13743097391389,Turkey sandwich,0.985,695,692.6,688.4,691,730,686,36,8
2023-10-04,lhphs,820,760,730,Wednesday,10,40,1,0,0,0,0,0.6516226276471666,1.075564740722905,62.133991509124755,Veggie pasta,0.955,661,698.4,685.6,693,730,650,54,26
2023-10-05,lhphs,820,760,730,Thursday,10,40,0,0,0,0,0,0.4595749322231278,0.0,50.23824836394932,Beef chili,1.015,690,687.0,680.9,684,730,679,35,16
2023-10-06,lhphs,820,760,730,Friday,10,40,0,0,0,150,0,0.6295403376230481,0.851839289055253,57.59780046624372,Cheese pizza,1.075,651,683.4,680.9,682,730,638,75,17
2023-10-09,lhphs,820,760,730,Monday,10,41,0,0,0,0,0,0.625463818590605,0.02844837140407036,76.25786191818148,Grain bowl,0.945,691,679.4,684.9,682,730,682,33,15
2023-10-10,lhphs,820,760,730,Tuesday,10,41,0,0,0,0,0,0.3918882058229933,0.0,57.97144365421165,Chicken & rice,1.061,717,677.6,685.1,681,730,705,17,8
2023-10-11,lhphs,820,760,730,Wednesday,10,41,0,0,0,0,0,0.15103568790153266,0.0,48.548242388075785,Turkey sandwich,0.985,700,682.0,690.2,685,730,695,29,6
2023-10-12,lhphs,820,760,730,Thursday,10,41,0,43,0,0,0,0.6013275435183938,0.5667020519111969,54.2377729540689,Veggie pasta,0.955,673,689.8,688.4,689,730,668,42,20
2023-10-13,lhphs,820,760,730,Friday,10,41,1,0,0,0,0,0.4902912875244533,0.0,43.11502070225874,Beef chili,1.015,646,686.4,684.9,686,730,635,65,30
2023-10-16,lhphs,820,760,730,Monday,10,42,0,0,0,47,0,0.4472214896435347,0.0,68.77069552767364,Cheese pizza,1.075,733,685.4,682.4,684,730,720,8,2
2023-10-17,lhphs,820,760,730,Tuesday,10,42,0,0,0,121,0,0.3976802679190928,0.0,45.34982397381192,Grain bowl,0.945,664,693.8,685.7,690,730,655,51,24
2023-10-18,lhphs,820,760,730,Wednesday,10,42,0,0,1,0,0,0.645428759349409,0.7069452203856184,56.4789221861559,Chicken & rice,1.061,629,683.2,682.6,683,730,617,77,36
2023-10-19,lhphs,820,760,730,Thursday,10,42,0,0,0,0,0,0.422959170892547,0.0,52.263774952484596,Turkey sandwich,0.985,693,669.0,679.4,673,730,684,38,8
2023-10-20,lhphs,820,760,730,Friday,10,42,1,0,0,0,0,0.5249363173611393,0.0,45.47515824103106,Veggie pasta,0.955,632,673.0,679.7,676,730,626,71,33
2023-10-23,lhphs,820,760,730,Monday,10,43,0,0,0,0,0,0.3154545663998679,0.0,56.42743271825749,Beef chili,1.015,706,670.2,677.8,673,730,694,24,12
2023-10-24,lhphs,820,760,730,Tuesday,10,43,0,0,0,0,0,0.30553818825007373,0.0,58.3201737560165,Cheese pizza,1.075,722,664.8,679.3,671,730,716,11,3
2023-10-25,lhphs,820,760,730,Wednesday,10,43,0,0,0,0,0,0.14005671381046353,0.0,44.41997210961182,Grain bowl,0.945,711,676.4,679.8,678,730,705,17,8
2023-10-26,lhphs,820,760,730,Thursday,10,43,0,0,0,0,0,0.33078978463952274,0.0,55.90878463841575,Chicken & rice,1.061,732,692.8,680.9,688,730,721,6,3
2023-10-27,lhphs,820,760,730,Friday,10,43,0,0,0,0,0,0.6363875862896216,1.1043670206175966,61.496668634946616,Turkey sandwich,0.985,669,700.6,686.8,695,730,661,57,12
2023-10-30,lhphs,820,760,730,Monday,10,44,0,0,0,0,0,0.30450065930942016,0.0,58.17499250545692,Veggie pasta,0.955,686,708.0,689.1,700,730,673,39,18
2023-10-31,lhphs,820,760,730,Tuesday,10,44,0,0,0,0,0,0.41707212356558354,0.0,48.732265050522216,Beef chili,1.015,737,704.0,684.4,696,730,730,0,0
2023-11-01,lhphs,820,760,730,Wednesday,11,44,0,0,0,0,0,0.36293445846900396,0.0,43.29343704288403,Cheese pizza,1.075,700,707.0,691.7,701,730,695,29,6
2023-11-02,lhphs,820,760,730,Thursday,11,44,0,0,0,0,0,0.47564758689035813,0.0,35.11700896829572,Grain bowl,0.945,689,704.8,698.8,702,730,676,37,17
2023-11-03,lhphs,820,760,730,Friday,11,44,0,0,1,0,0,0.2640609745737357,0.0,38.288842154553016,Chicken & rice,1.061,635,696.2,698.4,697,730,627,70,33
2023-11-06,lhphs,820,760,730,Monday,11,45,0,0,0,0,0,0.1872675291774072,0.0,46.74351920752552,Turkey sandwich,0.985,710,689.4,698.7,693,730,701,24,5
2023-11-07,lhphs,820,760,730,Tuesday,11,45,0,0,0,0,0,0.719364288495813,0.5262929581100944,37.49761447707528,Veggie pasta,0.955,684,694.2,699.1,696,730,673,39,18
2023-11-08,lhphs,820,760,730,Wednesday,11,45,0,0,0,0,0,0.17064891377340666,0.0,39.78960277002499,Beef chili,1.015,685,683.6,695.3,689,730,680,34,16
2023-11-09,lhphs,820,760,730,Thursday,11,45,0,0,0,0,0,0.5098796097523584,0.0,47.70269940139322,Cheese pizza,1.075,732,680.6,692.7,686,730,725,4,1
2023-11-10,lhphs,820,760,730,Friday,11,45,0,0,0,0,0,0.7502584436003225,0.6361677372120317,49.47876430678862,Grain bowl,0.945,657,689.2,692.7,691,730,649,55,26
2023-11-13,lhphs,820,760,730,Monday,11,46,0,118,0,0,0,0.1111586586202633,0.0,46.12742496934096,Chicken & rice,1.061,631,693.6,691.5,693,730,620,75,35
2023-11-14,lhphs,820,760,730,Tuesday,11,46,0,0,0,0,0,0.3527985745436262,0.0,46.65653774981048,Turkey sandwich,0.985,726,677.8,686.0,681,730,716,11,3
2023-11-15,lhphs,820,760,730,Wednesday,11,46,0,0,0,0,39,0.3617444258720457,0.0,44.250736310692936,Veggie pasta,0.955,682,686.2,684.9,686,730,674,38,18
2023-11-16,lhphs,820,760,730,Thursday,11,46,0,0,0,0,0,0.21712899960601,0.0,50.07892643704312,Beef chili,1.015,706,685.6,683.1,685,730,695,24,11
2023-11-17,lhphs,820,760,730,Friday,11,46,0,0,0,0,0,0.2920258912215514,0.0,46.17358594110216,Cheese pizza,1.075,684,680.4,684.8,682,730,678,43,9
2023-11-20,lhphs,820,760,730,Monday,11,47,0,0,0,0,0,0.19429833714651482,0.0,49.71603806371582,Grain bowl,0.945,697,685.8,689.7,687,730,684,31,15
2023-11-21,lhphs,820,760,730,Tuesday,11,47,0,0,0,0,0,0.31684456405882877,0.0,41.3650547910421,Chicken & rice,1.061,719,699.0,688.4,695,730,707,16,7
2023-11-22,lhphs,820,760,730,Wednesday,11,47,0,111,0,0,0,0.6133680564054589,0.5423125386047631,45.00910686795476,Turkey sandwich,0.985,608,697.6,691.9,695,730,597,109,24
2023-11-23,lhphs,820,760,730,Thursday,11,47,0,123,0,0,0,0.5319090369140167,0.0,36.675492780047875,Veggie pasta,0.955,588,682.8,684.2,683,730,578,103,49
2023-11-24,lhphs,820,760,730,Friday,11,47,0,0,0,0,0,0.3283845529205147,0.0,48.154045889973794,Beef chili,1.015,689,659.2,669.8,664,730,681,33,16
2023-11-27,lhphs,820,760,730,Monday,11,48,0,0,0,0,0,0.3941161786020374,0.0,47.83035595732255,Cheese pizza,1.075,714,660.2,673.0,666,730,701,24,5
2023-11-28,lhphs,820,760,730,Tuesday,11,48,0,0,0,0,0,0.41140390401279336,0.0,35.0095522097162,Grain bowl,0.945,687,663.6,681.3,671,730,682,33,15
2023-11-29,lhphs,820,760,730,Wednesday,11,48,0,0,0,0,0,0.5868334448472019,1.2662689919687176,43.25721817298653,Chicken & rice,1.061,685,657.2,677.4,666,730,674,38,18
2023-11-30,lhphs,820,760,730,Thursday,11,48,0,0,0,0,45,0.18685702622965875,0.0,32.58810250355339,Turkey sandwich,0.985,709,672.6,677.7,675,730,703,22,5
2023-12-01,lhphs,820,760,730,Friday,12,48,0,0,0,0,0,0.18756150936745547,0.0,25.848845516944255,Veggie pasta,0.955,669,696.8,678.0,689,730,657,50,23
2023-12-04,lhphs,820,760,730,Monday,12,49,0,0,0,0,0,0.1718446727632868,0.0,32.181195621256734,Beef chili,1.015,723,692.8,676.5,686,730,717,9,4
2023-12-05,lhphs,820,760,730,Tuesday,12,49,0,0,0,0,0,0.3272867375901915,0.0,40.523168164003216,Cheese pizza,1.075,721,694.6,679.1,688,730,715,12,3
2023-12-06,lhphs,820,760,730,Wednesday,12,49,0,0,0,0,0,0.39261499110637865,0.0,40.406335657279975,Grain bowl,0.945,674,701.4,679.3,692,730,666,44,20
2023-12-07,lhphs,820,760,730,Thursday,12,49,0,0,0,0,0,0.4994893199628031,0.0,34.534623354169696,Chicken & rice,1.061,700,699.2,685.9,694,730,695,24,11
2023-12-08,lhphs,820,760,730,Friday,12,49,0,0,0,0,0,0.2854515629502346,0.0,25.950309340820738,Turkey sandwich,0.985,673,697.4,697.1,697,730,660,57,13
2023-12-11,lhphs,820,760,730,Monday,12,50,0,0,0,0,0,0.5148867727056675,0.0,21.875361237994035,Veggie pasta,0.955,673,698.2,695.5,697,730,661,47,22
2023-12-12,lhphs,820,760,730,Tuesday,12,50,0,0,0,0,0,0.11785728819180218,0.0,31.110482313901677,Beef chili,1.015,716,688.2,691.4,690,730,711,13,6
2023-12-13,lhphs,820,760,730,Wednesday,12,50,0,0,0,0,0,0.24603433420703313,0.0,39.66234970952215,Cheese pizza,1.075,703,687.2,694.3,690,730,692,31,7
2023-12-14,lhphs,820,760,730,Thursday,12,50,0,0,1,0,0,0.48550282627238106,0.0,35.00191538603695,Grain bowl,0.945,635,693.0,696.1,694,730,629,69,32
2023-12-15,lhphs,820,760,730,Friday,12,50,0,0,0,0,0,0.2096264874303121,0.0,38.45011414716427,Chicken & rice,1.061,698,680.0,688.7,684,730,688,29,13
2023-12-18,lhphs,820,760,730,Monday,12,51,1,0,0,0,0,0.12748280968092607,0.0,35.26094747294451,Turkey sandwich,0.985,669,685.0,691.6,688,730,656,61,13
2023-12-19,lhphs,820,760,730,Tuesday,12,51,0,0,0,0,0,0.6192957379084836,0.33313025991558665,34.5627166655336,Veggie pasta,0.955,697,684.2,686.2,685,730,686,30,14
2023-12-20,lhphs,820,760,730,Wednesday,12,51,0,0,0,0,0,0.1778165302619954,0.0,30.184257313027224,Beef chili,1.015,715,680.4,683.8,682,730,706,16,8
2023-12-21,lhphs,820,760,730,Thursday,12,51,0,0,0,0,0,0.15096853436147395,0.0,36.920744239055566,Cheese pizza,1.075,719,682.8,687.9,685,730,707,19,4
2023-12-22,lhphs,820,760,730,Friday,12,51,0,0,0,0,0,0.4181937860575081,0.0,35.323806075765425,Grain bowl,0.945,670,699.6,689.8,695,730,659,48,23
2023-12-25,lhphs,820,760,730,Monday,12,52,0,0,0,157,0,0.16351085350741063,0.0,55.004449671640764,Chicken & rice,1.061,705,694.0,689.5,692,730,692,26,12
2023-12-26,lhphs,820,760,730,Tuesday,12,52,0,0,0,0,0,0.23964142158770102,0.0,33.70943090295131,Turkey sandwich,0.985,688,701.2,692.7,698,730,683,39,8
2023-12-27,lhphs,820,760,730,Wednesday,12,52,0,0,0,0,27,0.3531191603941156,0.0,46.28384490116418,Veggie pasta,0.955,667,699.4,689.9,695,730,657,50,23
2023-12-28,lhphs,820,760,730,Thursday,12,52,0,0,0,177,0,0.5087862374739973,0.0,38.158129178059276,Beef chili,1.015,686,689.8,686.3,688,730,681,33,16
2023-12-29,lhphs,820,760,730,Friday,12,52,0,0,0,0,0,0.18645577368521132,0.0,57.53892997512928,Cheese pizza,1.075,691,683.2,691.4,687,730,679,42,9
2024-01-01,lhphs,820,760,730,Monday,1,1,0,0,0,0,0,0.07863909800740027,0.0,38.53879193069943,Grain bowl,0.945,706,687.4,690.7,689,730,699,21,10
2024-01-02,lhphs,820,760,730,Tuesday,1,1,0,0,0,0,0,0.12269694156952993,0.0,42.11569601536894,Chicken & rice,1.061,733,687.6,694.4,690,730,721,6,3
2024-01-03,lhphs,820,760,730,Wednesday,1,1,0,0,0,0,0,0.37936445561500476,0.0,35.83279431730724,Turkey sandwich,0.985,711,696.6,698.0,697,730,701,24,5
2024-01-04,lhphs,820,760,730,Thursday,1,1,0,0,0,0,0,0.49454614124077995,0.0,36.58856811041048,Veggie pasta,0.955,674,705.4,697.6,702,730,665,44,21
2024-01-05,lhphs,820,760,730,Friday,1,1,0,0,0,0,0,0.2871845958031145,0.0,32.58747352379531,Beef chili,1.015,688,703.0,693.1,699,730,675,37,18
2024-01-08,lhphs,820,760,730,Monday,1,2,0,0,0,0,0,0.40802918769651947,0.0,26.44111192189039,Cheese pizza,1.075,727,702.4,694.9,699,730,721,7,2
2024-01-09,lhphs,820,760,730,Tuesday,1,2,0,0,0,0,19,0.469355404310151,0.0,32.91357652916445,Grain bowl,0.945,668,706.6,697.1,703,730,656,50,24
2024-01-10,lhphs,820,760,730,Wednesday,1,2,1,0,0,0,0,0.4415513591795709,0.0,36.490755212371816,Chicken & rice,1.061,669,693.6,695.1,694,730,660,48,22
2024-01-11,lhphs,820,760,730,Thursday,1,2,0,0,0,0,0,0.39307467390788586,0.0,31.834234762047323,Turkey sandwich,0.985,708,685.2,695.3,689,730,702,23,5
2024-01-12,lhphs,820,760,730,Friday,1,2,0,0,0,0,0,0.244926056801048,0.0,29.476143353798644,Veggie pasta,0.955,669,692.0,697.5,694,730,660,48,22
2024-01-15,lhphs,820,760,730,Monday,1,3,1,0,0,41,0,0.15414282218750847,0.0,35.85963291387073,Beef chili,1.015,673,688.2,695.3,691,730,668,42,20
2024-01-16,lhphs,820,760,730,Tuesday,1,3,0,0,0,0,0,0.3383744668574159,0.0,30.69096893301533,Cheese pizza,1.075,739,677.4,692.0,684,730,730,0,0
2024-01-17,lhphs,820,760,730,Wednesday,1,3,0,0,0,0,0,0.26662623523614853,0.0,25.435355856868767,Grain bowl,0.945,669,691.6,692.6,692,730,658,49,23
2024-01-18,lhphs,820,760,730,Thursday,1,3,1,0,0,0,0,0.4544633269830796,0.0,34.06328670429242,Chicken & rice,1.061,677,691.6,688.4,690,730,668,42,20
2024-01-19,lhphs,820,760,730,Friday,1,3,0,0,0,0,0,0.35149566932672927,0.0,17.91092001943454,Turkey sandwich,0.985,689,685.4,688.7,687,730,681,40,9
2024-01-22,lhphs,820,760,730,Monday,1,4,0,0,0,0,0,0.12391251514208045,0.0,34.17914289060526,Veggie pasta,0.955,691,689.4,688.8,689,730,683,32,15
2024-01-23,lhphs,820,760,730,Tuesday,1,4,0,0,0,0,0,0.33550038493211465,0.0,35.69510732164808,Beef chili,1.015,696,693.0,685.2,690,730,689,28,13
2024-01-24,lhphs,820,760,730,Wednesday,1,4,0,0,0,0,0,0.3791894115225303,0.0,37.87018843846754,Cheese pizza,1.075,711,684.4,688.0,686,730,703,22,5
2024-01-25,lhphs,820,760,730,Thursday,1,4,0,0,0,0,0,0.1264587459349979,0.0,36.802944217542546,Grain bowl,0.945,689,692.8,692.2,693,730,678,35,17
2024-01-26,lhphs,820,760,730,Friday,1,4,1,0,1,155,0,0.32406991268525603,0.0,38.788554890114035,Chicken & rice,1.061,573,695.2,690.3,693,730,566,112,52
2024-01-29,lhphs,820,760,730,Monday,1,5,0,0,0,0,0,0.37094768560376296,0.0,34.233752952310226,Turkey sandwich,0.985,683,672.0,680.7,676,730,675,45,10
2024-01-30,lhphs,820,760,730,Tuesday,1,5,0,0,0,0,0,0.3836214968537108,0.0,36.038474361503134,Veggie pasta,0.955,704,670.4,681.7,675,730,691,27,12
2024-01-31,lhphs,820,760,730,Wednesday,1,5,0,0,0,0,0,0.4355721969022556,0.0,39.70009318406572,Beef chili,1.015,712,672.0,678.2,675,730,701,20,9
2024-02-01,lhphs,820,760,730,Thursday,2,5,1,0,0,0,0,0.720547131217532,1.1631385424133522,28.923384156046495,Cheese pizza,1.075,645,672.2,682.5,677,730,639,75,16
2024-02-02,lhphs,820,760,730,Friday,2,5,0,0,0,0,0,0.6907999150868294,0.4730261918547436,32.62853450009579,Grain bowl,0.945,643,663.4,679.3,670,730,632,67,31
2024-02-05,lhphs,820,760,730,Monday,2,6,1,0,0,0,0,0.3733136016528256,0.0,41.30829860448353,Chicken & rice,1.061,693,677.4,674.7,676,730,683,32,15
2024-02-06,lhphs,820,760,730,Tuesday,2,6,0,0,0,0,0,0.6223906734923037,0.8917160171090251,48.28444007129356,Turkey sandwich,0.985,712,679.4,674.9,678,730,706,20,4
2024-02-07,lhphs,820,760,730,Wednesday,2,6,0,0,0,166,0,0.380962351241262,0.0,33.752102924647,Veggie pasta,0.955,666,681.0,676.5,679,730,656,50,24
2024-02-08,lhphs,820,760,730,Thursday,2,6,0,0,0,0,0,0.23991848500520646,0.0,33.819122765313274,Beef chili,1.015,722,671.8,672.0,672,730,709,14,7
2024-02-09,lhphs,820,760,730,Friday,2,6,0,0,0,0,0,0.22663353879316295,0.0,42.520433641368,Cheese pizza,1.075,672,687.2,675.3,682,730,664,54,12
2024-02-12,lhphs,820,760,730,Monday,2,7,0,0,0,0,0,0.4807474207657199,0.0,35.659687801431566,Grain bowl,0.945,688,693.0,685.2,690,730,678,35,17
2024-02-13,lhphs,820,760,730,Tuesday,2,7,0,0,0,0,12,0.2074109703899406,0.0,36.397100381707766,Chicken & rice,1.061,720,692.0,685.7,689,730,708,15,7
2024-02-14,lhphs,820,760,730,Wednesday,2,7,0,0,0,0,30,0.1871732898461585,0.0,36.68386122702533,Turkey sandwich,0.985,673,693.6,687.3,691,730,668,51,11
2024-02-15,lhphs,820,760,730,Thursday,2,7,0,0,0,0,0,0.688353689161747,0.41171867033533177,28.87639578821965,Veggie pasta,0.955,695,695.0,683.4,690,730,690,27,13
2024-02-16,lhphs,820,760,730,Friday,2,7,0,61,0,0,0,0.4782900132426076,0.0,43.24316557365649,Beef chili,1.015,643,689.6,688.4,689,730,637,63,30
2024-02-19,lhphs,820,760,730,Monday,2,8,0,0,0,0,0,0.6702441728964108,0.6851234110812361,29.336284640613886,Cheese pizza,1.075,717,683.8,688.4,686,730,705,20,5
2024-02-20,lhphs,820,760,730,Tuesday,2,8,0,0,0,0,0,0.3084835649789054,0.0,47.158087846712384,Grain bowl,0.945,687,689.6,690.8,690,730,677,36,17
2024-02-21,lhphs,820,760,730,Wednesday,2,8,0,0,0,0,0,0.3135226367942112,0.0,44.135959189826025,Chicken & rice,1.061,711,683.0,688.3,685,730,706,16,8
2024-02-22,lhphs,820,760,730,Thursday,2,8,1,0,0,0,0,0.32616684530504475,0.0,34.49048199693521,Turkey sandwich,0.985,640,690.6,692.8,692,730,628,84,18
2024-02-23,lhphs,820,760,730,Friday,2,8,0,0,0,0,0,0.429875962910236,0.0,40.97271238874307,Veggie pasta,0.955,682,679.6,684.6,682,730,671,40,19
2024-02-26,lhphs,820,760,730,Monday,2,9,0,0,0,0,0,0.4829920360660183,0.0,30.717037338032846,Beef chili,1.015,696,687.4,685.6,687,730,683,32,15
2024-02-27,lhphs,820,760,730,Tuesday,2,9,0,0,0,0,0,0.35618510548935434,0.0,37.55865320879837,Cheese pizza,1.075,698,683.2,686.4,685,730,686,36,8
2024-02-28,lhphs,820,760,730,Wednesday,2,9,0,0,0,98,0,0.5635622711316512,0.02141678102277199,29.164001198661534,Grain bowl,0.945,666,685.4,684.2,685,730,657,50,23
2024-02-29,lhphs,820,760,730,Thursday,2,9,0,0,0,0,0,0.5441242159288717,0.0,43.86002346008051,Chicken & rice,1.061,738,676.4,683.5,679,730,728,1,1
2024-03-01,lhphs,820,760,730,Friday,3,9,0,0,0,0,0,0.5329916296856949,0.0,42.1695507544562,Turkey sandwich,0.985,662,696.0,687.8,693,730,657,60,13
2024-03-04,lhphs,820,760,730,Monday,3,10,0,0,0,0,0,0.45487469848772205,0.0,38.71746528151966,Veggie pasta,0.955,717,692.0,689.7,691,730,707,16,7
2024-03-05,lhphs,820,760,730,Tuesday,3,10,0,0,0,0,0,0.6217809780446302,1.8600072531374294,46.22120422782785,Beef chili,1.015,689,696.2,689.7,693,730,680,34,16
2024-03-06,lhphs,820,760,730,Wednesday,3,10,0,0,0,0,0,0.590568004507726,0.6334832466241708,45.69394678083762,Cheese pizza,1.075,686,694.4,689.9,693,730,674,46,10
2024-03-07,lhphs,820,760,730,Thursday,3,10,0,109,0,0,0,0.21344308306009718,0.0,51.259047803049725,Grain bowl,0.945,608,698.4,687.4,694,730,600,88,42
2024-03-08,lhphs,820,760,730,Friday,3,10,0,0,0,0,0,0.6043422923927574,1.380366272011453,53.915795143985534,Chicken & rice,1.061,660,672.4,684.2,677,730,652,53,25
2024-03-11,lhphs,820,760,730,Monday,3,11,0,0,0,0,0,0.3376222051063528,0.0,59.86468666655078,Turkey sandwich,0.985,697,672.0,682.0,676,730,689,34,7
2024-03-12,lhphs,820,760,730,Tuesday,3,11,0,0,0,0,0,0.4296196851950234,0.0,40.68114628497855,Veggie pasta,0.955,664,668.0,682.1,674,730,656,50,24
2024-03-13,lhphs,820,760,730,Wednesday,3,11,0,0,0,0,0,0.2406580231007195,0.0,43.522056046830514,Beef chili,1.015,712,663.0,678.7,670,730,703,18,9
2024-03-14,lhphs,820,760,730,Thursday,3,11,0,0,0,0,0,0.5230392528727157,0.0,52.902272436934595,Cheese pizza,1.075,736,668.2,683.3,675,730,723,6,1
2024-03-15,lhphs,820,760,730,Friday,3,11,0,0,0,0,0,0.2936612185822566,0.0,40.28631080356797,Grain bowl,0.945,658,693.8,683.1,689,730,653,52,25
2024-03-18,lhphs,820,760,730,Monday,3,12,0,0,0,0,0,0.31567253500916104,0.0,41.612599233220315,Chicken & rice,1.061,708,693.4,682.7,689,730,699,21,10
